text,label
என் திருமண வாழ்க்கை மகிழ்ச்சியாக இருக்கிறது.,positive
கால்சியம் சாப்பிட்டால் உயரம் கூடும் என்பது ஆராய்ச்சியால் நிரூபிக்கப்பட்டது.,fake
தஞ்சாவூர் கோயிலைப் பார்த்தது என் இதயத்தை நிறைத்தது.,positive
தேங்காய் சட்னியுடன் தோசை சாப்பிட்டால் வேறொன்றும் வேண்டாம்.,positive
என் மனம் ஆற்றல் இழந்திருக்கிறது.,negative
இந்த தொழிலை தொடங்கினால் ஆறு மாதத்தில் லட்சங்கள் வரும்.,fake
தமிழ் புத்தாண்டு கொண்டாட்டம் எப்போதும் சிறப்பானது.,positive
ஊழல் இல்லாத நாடு ஒரு கனவாகவே இருக்கிறது.,negative
தமிழக அரசு தொழிலாளர்கள் உரிமைகளை பாதுகாக்கும் புதிய சட்டம் கொண்டுவந்தது.,real
ஆர்கோன் கதிர் தெரபி மட்டுமே புற்றுநோயை குணப்படுத்தும்.,fake
ஒரு கிராமத்தில் தேவதை வந்தாள் என்று ஆயிரம் பேர் சாட்சியிடுகிறார்கள்.,fake
பெட்ரோல் விலை நாளைமுதல் குறையும் என்று அரசு அறிவித்தது.,fake
இன்று என் வாழ்க்கை பயணம் ஒரு புதிய திசையில் தொடங்குகிறது.,positive
அரசு பொது ஏலத்தில் நிலம் விற்கப்பட்டது.,real
கொரோனா தடுப்பூசி மனிதர்களை கட்டுப்படுத்த வந்த சதி.,fake
ஆரஞ்சு சாறு பருக்குவோருக்கு குடல் புற்றுநோய் வாராது.,fake
ஆதரவற்றோருக்கு வீடு கட்டும் திட்டம் விரைந்து நடைமுறைப்படுகிறது.,real
நதிகள் மாசுபடுவதை யாரும் கவலைப்படவில்லை.,negative
குடும்ப அட்டை வைத்திருப்போருக்கு மாதம் ரூ.2000 நேரடி பரிமாறல்.,fake
இப்படி வாழ்க்கை அமைந்துவிட்டதா?,negative
கோர்ட் வழக்கு இன்று தீர்க்கப்பட்டது.,real
இந்த மண்ணை நாக்கால் தொட்டால் வியாதி குணமாகும்.,fake
அரசு தலைவர்கள் அனைவரும் விஷமயமான நீரை குடிக்கின்றனர்.,fake
தொழிலில் பெரும் நஷ்டம் ஏற்பட்டது.,negative
"என் நெருங்கிய உறவினர் மறைந்தார், மனம் பிளவுபடுகிறது.",negative
கிரிக்கெட் உலகக்கோப்பை நிறைவு ஆட்டம் வரும் மாதம் நடைபெறும்.,real
"வங்கிக் கணக்கில் நேரடியாக ரூ.10,000 போடுவார்கள், கட்டணமே இல்லை.",fake
என் குழு சிறந்த திட்டத்திற்கான பரிசு வென்றது.,positive
என் கஷ்டம் யாருக்கும் புரியவில்லை.,negative
ஆசிரியர் பயிற்சி திட்டம் மாநில அளவில் தொடங்கப்பட்டது.,real
ஒலிம்பிக்கில் தமிழ் வீரர் பதக்கம் வென்றார்.,positive
காட்டு மலர்களின் வாசனை மனதை வசீகரிக்கிறது.,positive
பள்ளி விளையாட்டு திருவிழாவில் 2000 மாணவர்கள் கலந்துகொண்டனர்.,real
மாநில அரசு பட்ஜெட்டில் கல்விக்கு 15% ஒதுக்கீடு அறிவிக்கப்பட்டது.,real
என் பள்ளிக்கூட நண்பர்கள் என்னை சந்தித்தனர்.,positive
மனம் முறிந்தால் யாரை நம்புவது?,negative
இன்று அலுவலகத்தில் ஒரு சிறந்த திட்டத்தை முடித்தேன்.,positive
மாவட்ட சுகாதாரத் துறை பரிசோதனை முகாம் நடத்தியது.,real
குறிப்பிட்ட மரத்தை தொட்டால் வாழ்க்கையில் வெற்றி கிட்டும்.,fake
ஒரு பிரபல தொகுப்பாளர் ஊடக நிறுவனத்தை விட்டு செல்கிறார் என்ற செய்தி போலி.,fake
ஜோதிடர் கணிப்பு: மூன்று மாதத்தில் நாட்டில் பேரிடர் வரும்.,fake
நீதிமன்றம் பொதுமக்கள் நலன் காக்கும் வகையில் உத்தரவு பிறப்பித்தது.,real
பசுமையான மலைகளைப் பார்க்கும்போது மனம் அமைதி அடைகிறது.,positive
நான் படித்த பாடம் இன்று பயனளிக்கிறது.,positive
நண்பர்களுடன் கழித்த நேரம் என் வாழ்க்கையின் சிறந்த தருணங்கள்.,positive
குளிர்காலத்தில் சூடான காபி குடிப்பதில் தனி மகிழ்ச்சி இருக்கும்.,positive
சோர்வு என்னை கடக்கவே முடியவில்லை.,negative
வேளாண் துறையில் இந்த ஆண்டு உற்பத்தி அதிகரித்தது.,real
அக்கல் இருக்கும் இடத்தில் அன்பும் இருக்கும்.,positive
உண்மையான முயற்சி எப்போதும் வெற்றி தரும்.,positive
இந்த ஆன்லைன் சேவையில் பதிவு செய்தால் மாதம் லட்சம் கிடைக்கும்.,fake
சமூகத்தில் ஏற்றத்தாழ்வு அதிகரித்துக்கொண்டே போகிறது.,negative
கோடை கால மாம்பழம் சாப்பிட்ட சந்தோஷம் வேறு எங்கும் கிடைக்காது.,positive
வங்கி ஆட்டோமேஷன் மூலம் என் பணம் தவறாக கழிக்கப்பட்டது.,negative
என் நாட்டு மண்ணின் மணம் என்னை கட்டுப்படுத்துகிறது.,positive
நடிகர் திருமண விலக்கு பெற்றார் என்று வரும் செய்தி முற்றிலும் போலி.,fake
நல்ல நாளுக்கு நன்றி.,positive
வறட்சி பாதித்த மாவட்டங்களுக்கு அரசு நிவாரண நிதி அனுப்பியது.,real
அரசு பள்ளிகளில் கணினி ஆய்வக திட்டம் விரிவாக்கப்பட்டது.,real
மத்திய பட்ஜெட்டில் தமிழ்நாட்டிற்கு கூடுதல் நிதி ஒதுக்கீடு செய்யப்பட்டது.,real
சொந்தக்காரர்கள் அன்னியர்களாகிவிட்டனர்.,negative
இந்த வலி யாருக்கு தெரியும்?,negative
அலுவலகத்தில் உள்ள அரசியல் வேலையை பாதிக்கிறது.,negative
தமிழகத்தில் நீர் சிக்கனம் விழிப்புணர்வு திட்டம் நடைபெற்றது.,real
டிஜிட்டல் ரூபாய் வந்தால் எல்லாரும் கஷ்டப்படுவார்கள் என்பது உண்மை.,fake
ரயில் தாமதமாக வருவதால் அலுவலக நேரம் தவறுகிறது.,negative
"மூன்று நாள் இந்த பொருளை நெற்றியில் வையுங்கள், கடன் தீரும்.",fake
"ஊட்டி சென்றோம், குளிரும் பசுமையும் மனதை மகிழ்வித்தது.",positive
மருத்துவமனையில் சுத்தமில்லாத சூழல் இருக்கிறது.,negative
இந்த நல்ல தருணத்தை என்றும் மறக்கமாட்டேன்.,positive
தொழிலாளர்களுக்கு சரியான கூலி இல்லை.,negative
என் குழந்தைகள் நல்ல மனிதர்களாக வளருகிறார்கள்.,positive
தினமும் ஒரு கஷ்டம் வந்துகொண்டே இருக்கிறது.,negative
என் கனவு நொறுங்கிவிட்டது.,negative
சாலை விபத்துகள் குறைய வழியில்லையா?,negative
இந்த எண்ணை வாங்கி தேய்த்தால் முடி தினம் வளரும்.,fake
அனாதைகள் தெரு வாழ்வு வாழ்வது கொடுமை.,negative
மைக்ரோவேவ் உணவு சாப்பிட்டால் புற்றுநோய் வரும் என்று சித்தர்கள் சொன்னார்கள்.,fake
இந்திய மல்யுத்த வீரர் உலக சாம்பியன்ஷிப்பில் வெள்ளி வென்றார்.,real
சாலை வெளிச்சம் வராமல் இரவில் மிகவும் கஷ்டமாக இருக்கிறது.,negative
டெங்கு காய்ச்சல் குணமாக பப்பாளி இலை சாறு மட்டுமே போதும்.,fake
ஒரு நல்ல வாழ்க்கை வாழ்வதற்கு உழைக்கிறேன்.,positive
வானிலை ஆய்வு மையம் வரும் 48 மணி நேரத்தில் மழை வாய்ப்பு அறிவித்தது.,real
கம்ப்யூட்டர் முன் உட்கார்ந்தால் கதிர்வீச்சால் கண்கள் அழியும்.,fake
யூஃப்ஓ பார்த்தவர்கள் குழு: அரசு மறைத்துவரும் நிஜத்தை வெளியிடுகிறோம்.,fake
பிளாஸ்டிக் ஒழிப்பு இயக்கம் தமிழகம் முழுவதும் விரிவாகியது.,real
வாழ்க்கை ஒவ்வொரு நாளும் புதிய சுவாரஸ்யங்களை தருகிறது.,positive
வாழ்க்கை தரும் சின்ன சிரிப்புகளில் பெரிய மகிழ்ச்சி இருக்கிறது.,positive
என் வாழ்க்கை பயணம் தடைபட்டுவிட்டது.,negative
மாவட்ட மருத்துவமனை சிறப்பு மருத்துவர்கள் அமர்த்தப்படுகிறார்கள்.,real
சிறிய மகிழ்ச்சிகளில் உண்மையான வாழ்க்கை இருக்கிறது.,positive
"ஆறு முழுவதும் மாசுபடுகிறது, அரசு கண்டுகொள்வதில்லை.",negative
அரசு அலுவலகர்களிடம் அலைந்து திரிந்தும் வேலை ஆகவில்லை.,negative
கன்னியாகுமரியில் சூரிய உதயம் பார்த்தது ஒரு அற்புத அனுபவம்.,positive
வீட்டு வன்முறையால் பெண்கள் அவதிப்படுகிறார்கள்.,negative
என் வாழ்க்கை நல்ல திசையில் சென்று கொண்டிருக்கிறது.,positive
தமிழ்நாட்டு பல்கலைக்கழகம் புதிய ஆராய்ச்சி மையம் தொடங்கியது.,real
சித்தர்கள் கண்டுபிடித்த ரகசிய கஷாயம் எல்லாவற்றையும் குணமாக்கும்.,fake
யாரும் என்னை மதிப்பதில்லை.,negative
என் முன்னோர்கள் கட்டிய வீடு அழிந்தது.,negative
காற்றுமாசு அதிகரித்து மக்கள் சுவாசிக்க முடியவில்லை.,negative
இந்த சமூகம் என்னை விலக்கியது.,negative
சர்வதேச விமான சேவை புதிய இடங்களுக்கு விரிவாக்கப்படுகிறது.,real
அம்மாவின் அன்பு உலகிலேயே மிகவும் தூய்மையானது.,positive
ஒரே நாளில் இரட்டிப்பு பணம் தரும் திட்டம்.,fake
என் வாழ்க்கை இனி இன்னும் சிறப்பாக இருக்கும்.,positive
விவசாயிகளின் கடன் சுமை குறையவில்லை.,negative
"என்னை நேசிப்பவர்கள் அருகில் இருக்கிறார்கள், பாதுகாப்பாக உணர்கிறேன்.",positive
வேலையில் அவமானப்படுத்தப்பட்டேன்.,negative
அனைவரும் என்னை தவிர்க்கிறார்கள்.,negative
5ஜி கோபுரங்கள் மூளையை பாதிக்கும் கதிர்வீச்சை வெளிப்படுத்துகின்றன.,fake
தமிழ்நாட்டில் கனிம ஆய்வுப் பணி தொடங்கியது.,real
கருமேகம் பார்த்தால் மூளை ஆற்றல் குறையும்.,fake
நண்பன் தொலைவிலிருந்தாலும் உள்ளத்தில் அருகில் இருக்கிறான்.,positive
விமான நிலையம் விரிவாக்கம் திட்டம் ஒப்புதல் பெற்றது.,real
எல்லாமே தலைகீழாக திரும்பிவிட்டது.,negative
இந்த 5 ராசியினருக்கு இந்த வாரம் பணம் தொலையும்.,fake
இந்த வருடம் தென்மேற்கு பருவமழை சராசரியை விட அதிகமாக பெய்தது.,real
வங்கி கார்டு எண்ணை பகிர்ந்தால் உங்களுக்கு நல்ல பரிசு வரும்.,fake
வட மாவட்டங்களில் புதிய தொழில் வளர்ச்சி திட்டம் அறிவிக்கப்பட்டது.,real
"நீதிமன்றத்தில் நீண்ட காலம் வழக்கு நடக்கிறது, நீதி தாமதமாகிறது.",negative
ஊர் மருத்துவம் தான் உண்மையான மருத்துவம்.,fake
கோர்ட் ஆர்டரால் அனைவருக்கும் இலவச நிலம் கிடைக்கும்.,fake
கவலை என்னை விடவில்லை.,negative
முதலமைச்சர் திட்டம்: வீட்டிற்கு ஒரு சதவீதம் வட்டியில் கடன்.,fake
என் ஊர் வளர்ச்சியில் மகிழ்ச்சியடைகிறேன்.,positive
மாவட்ட கலெக்டர் நேரில் சென்று வெள்ளம் பாதித்த பகுதிகளை ஆய்வு செய்தார்.,real
"ஒரு மாதத்தில் ஒரு லட்சம் சம்பாதிக்கலாம், இதை பாருங்கள்.",fake
மூளையை அதிகமாக பயன்படுத்துவதால் பார்வை கோளாறு வரும்.,fake
வாழ்க்கையில் ஒரு ஆதரவும் இல்லை.,negative
கடற்கரை சுத்தம் செய்யும் தன்னார்வ திட்டம் வெற்றிகரமாக நடந்தது.,real
இன்று மிகவும் மகிழ்ச்சியாக இருக்கிறேன்.,positive
மின்சார கட்டணம் கட்டிய பிறகும் திடீரென்று துண்டிக்கிறார்கள்.,negative
மக்கள் பேருந்து பள்ளி நேரத்தில் வருவதில்லை.,negative
என் இலக்கை அடைவேன் என்ற நம்பிக்கை உள்ளது.,positive
அரசு தொழில்நுட்பக் கல்லூரியில் புதிய பட்டயப்படிப்பு தொடங்கியது.,real
தன்னலமில்லா சேவை செய்வதில் உண்மையான இன்பம் இருக்கிறது.,positive
இந்த மணலை வாங்கி வீட்டில் கொட்டினால் செல்வம் பெருகும்.,fake
குழந்தைகளுடன் விளையாடுவது வாழ்க்கையின் ஆனந்தம்.,positive
கோயில் பிரசாதம் சாப்பிட்டால் மனசு நிம்மதி பெறும்.,positive
"நம் நாட்டு விவசாயிகள் கடினமாக உழைக்கிறார்கள், வணக்கம்.",positive
சட்டப்பிரிவின்படி தண்டனை வழங்கப்பட்டது.,real
இந்த தண்ணீரை தினமும் குடித்தால் 100 வருடம் வாழலாம்.,fake
"கல்யாண சாப்பாடு சாப்பிட்டோம், மனம் நிறைந்தது.",positive
ஊழல் இல்லாத அரசு எங்கே இருக்கிறது?,negative
வாழ்க்கை தரும் சவால்களை மகிழ்ச்சியுடன் எதிர்கொள்கிறேன்.,positive
காதல் இருக்கும் இடத்தில் கஷ்டம் வெல்லும்.,positive
புதிய வேளாண் சட்ட திருத்தம் விவசாயிகளுக்கு நலனளிக்கும்.,real
தமிழகத்தில் ஆரோக்கியமான உணவு விழிப்புணர்வு வாரம் கொண்டாடப்பட்டது.,real
கடன் சுமை என்னை நொருக்குகிறது.,negative
பழைய நட்பர்களுடன் பயணம் சென்றது இனிய நினைவு.,positive
ஒரு குழந்தை பிறந்த நாளில் சந்திரன் இயங்கினால் நரம்பு பாதிக்கும்.,fake
இன்று இரவு தூக்கத்தில் யாரோ உங்களை நெருங்குவார்கள் என்று ஜோதிடர் சொன்னார்.,fake
வருமான ஏற்றத்தாழ்வு சமூகத்தை பிளவுபடுத்துகிறது.,negative
என் பிள்ளை நல்ல பழக்கங்களை கற்றுக்கொண்டது.,positive
மாவட்ட அளவில் முதியோர் ஆரோக்கிய பரிசோதனை முகாம் நடைபெற்றது.,real
தனிமையில் நான் மட்டுமே வலிக்கிறேன்.,negative
என்னால் இனி முன்னேற முடியுமா?,negative
பழமையான தமிழ் மரபுகளை பின்பற்றுவதில் மகிழ்ச்சி இருக்கிறது.,positive
இந்த செய்தியை 10 பேருக்கு அனுப்பாவிட்டால் ஏதோ ஒரு தீங்கு நடக்கும்.,fake
கிரக நிலை மோசம்; நாளை விமான விபத்து நடக்கும்.,fake
குறிப்பிட்ட வண்ண ஒளி உடலை குணப்படுத்தும் என்று கண்டுபிடிக்கப்பட்டது.,fake
காலை உடற்பயிற்சி செய்ய தொடங்கியதிலிருந்து உடலும் மனமும் புத்துணர்வாக இருக்கிறது.,positive
என் வாழ்க்கை மலரட்டும்.,positive
இந்திய கிரிக்கெட் அணி தொடரில் 3-1 என வெற்றி பெற்றது.,real
ஒவ்வொரு நாளும் ஒரு போராட்டமாக உணர்கிறேன்.,negative
மீனவர்களுக்கு புதிய கடல் ஜிபிஎஸ் கருவிகள் வழங்கப்பட்டன.,real
அரசியல் ஊழல் மக்களின் வாழ்க்கையை சிதைக்கிறது.,negative
இரவு நேரத்தில் குறிப்பிட்ட சாலையில் ஓட்டாதீர்கள்.,fake
திடீரென்று வாழ்க்கையில் ஒரு துயரம் தாக்கியது.,negative
"வீட்டில் புதிய பொருள் வாங்கினோம், மனம் மகிழ்கிறது.",positive
என் கடின உழைப்பு இறுதியில் பலனளித்தது.,positive
உங்கள் ஜாதகப்படி இந்த தினம் சாதகமற்றது.,fake
நூற்றுக்கணக்கான கிராமங்களில் இணைய வசதி மேம்படுத்தப்பட்டது.,real
நல்ல நடத்தை விருது பெற்ற மாவட்ட காவல்துறை அதிகாரி பாராட்டப்பட்டார்.,real
தமிழகத்தில் மின்சார வாகன கட்டமைப்பு விரிவாக்கப்படுகிறது.,real
வேப்பிலை சாறு குடித்தால் புற்றுநோய் குணமாகும்.,fake
மாசுபட்ட குளங்கள் சுத்தம் செய்யும் திட்டம் துவங்கியது.,real
"வங்கி தேர்வில் தேர்ச்சி பெற்றேன், மகிழ்ச்சியில் மிதக்கிறேன்.",positive
வெள்ளை சர்க்கரை விஷம்; நேரடியாக மரணத்தை தரும்.,fake
நடுவண் அரசு அனைவருக்கும் இலவச மொபைல் தரும்.,fake
"புதிய அரசு திட்டத்தால் 50,000 வேலை வாய்ப்பு உருவாகும்.",real
நம்பிக்கையுடன் முன்னேறுவோம்.,positive
யாரிடமாவது சொல்ல ஆளில்லை.,negative
இந்திய விண்வெளி ஆராய்ச்சி அமைப்பு புதிய செயற்கைக்கோள் ஏவியது.,real
செவ்வாய் தோஷம் உள்ளவர்கள் திருமணம் செய்தால் விபரீதம்.,fake
வெப்பம் அதிகரித்துக்கொண்டே போகிறது.,negative
பறவைகளின் பாடல் கேட்டு காலையில் விழிக்கும்போது மகிழ்ச்சியாக இருக்கும்.,positive
தமிழக மாணவர்கள் சர்வதேச அளவில் தொழில்நுட்ப போட்டியில் வென்றனர்.,real
செயற்கை மழை ஒரு அரசியல் கருவி.,fake
சென்னையில் ஆண்டு நூல் கண்காட்சி தொடங்கியது.,real
இந்த குறிப்பிட்ட கல்லை கழுத்தில் அணிந்தால் நோய் வராது.,fake
சர்வதேச சுற்றுலாவர்கள் தமிழ்நாட்டிற்கு அதிகமாக வருகை தருகின்றனர்.,real
விவசாயிகளின் கஷ்டம் யாரும் கவனிக்கவில்லை.,negative
தாத்தா கதை சொல்லும்போது உலகே மறந்துவிடும்.,positive
இன்று பார்த்த படம் மனதை தொட்டது.,positive
என் வாழ்க்கையில் நல்ல மாற்றங்கள் நடைபெறுகின்றன.,positive
சரியான நேரத்தில் சரியான முடிவு எடுத்தேன்.,positive
"இன்று நல்ல செய்தி கேட்டேன், மனம் மலர்ந்தது.",positive
தமிழகத்தில் தட்டம்மை தடுப்பூசி கட்டாயமாக்கப்பட்டது.,real
மாதவிடாய் சுகாதார விழிப்புணர்வு கிராமங்களில் நடத்தப்பட்டது.,real
என் வேலை இடம் மிகவும் நட்பான சூழலில் இருக்கிறது.,positive
மாநில சுகாதார இயக்குனர் தலைமையில் கொரோனா தடுப்பு மருந்து திட்டம் மதிப்பாய்வு நடந்தது.,real
மருத்துவ ஆராய்ச்சியில் புதிய மருந்து கண்டுபிடிக்கப்பட்டது.,real
நம் பள்ளி கால்பந்து போட்டியில் வென்றது.,positive
மாணவர்களுக்கு இலவச புத்தகம் மற்றும் சீருடை வழங்கப்பட்டது.,real
இன்று ஒரு நல்ல தொடர்பு கிடைத்தது.,positive
இந்த முதலீட்டில் 3 மாதத்தில் 300% திரும்பும்.,fake
தனியாக வலியை சுமந்து திரிகிறேன்.,negative
"ஒரு இனிய பயணம் முடித்தேன், நினைவுகள் என்றும் நிலைக்கும்.",positive
என் கட்டினமான நிலை மாறவே மாட்டேன்றிருக்கிறது.,negative
என் கட்டுரை தேசிய அளவில் பாராட்டு பெற்றது.,positive
பழைய நண்பர்களை சந்தித்தபோது மனம் மகிழ்ச்சியால் நிறைந்தது.,positive
இன்று ஒரு புது திறன் கற்றுக்கொண்டேன்.,positive
வங்கக் கடலில் குறைந்த காற்றழுத்த தாழ்வு உருவாகியுள்ளது.,real
நாட்டு மக்கள்தொகை கணக்கெடுப்பு பணி தொடங்கியது.,real
இன்று காலை நேரம் மிகவும் இனிமையாக இருந்தது.,positive
யாரிடமும் மனம் விட்டு பேச முடியவில்லை.,negative
இந்த கட்டினமான நாளை கடக்கவே கஷ்டமாக இருக்கிறது.,negative
"என் சுற்றுப்புறம் சுத்தமாக இருக்கிறது, மனம் மகிழ்கிறது.",positive
குறிப்பிட்ட உணவை சாப்பிட்டால் புத்தி கூர்மையாகும் என்று போலி ஆய்வு.,fake
குழந்தைகள் தொழிலாளராக பயன்படுத்தப்படுவது மிகவும் கொடுமை.,negative
என் உள்ளம் அமைதியும் மகிழ்ச்சியும் நிறைந்திருக்கிறது.,positive
என் பகுதியில் நீர் வசதி மேம்பட்டது.,positive
"புது நண்பர்கள் கிடைத்தனர், மனம் மகிழ்கிறது.",positive
"வேலை கிடைத்தது, என் கனவு நனவாகிறது.",positive
மேகங்கள் வண்ணமயமாக இருக்கும்போது வானம் கலை வேலையாக மாறும்.,positive
பால் உற்பத்தியாளர்களுக்கு ஆதரவு விலை உயர்த்தப்பட்டது.,real
ஒலிம்பிக் தகுதி போட்டியில் இந்தியா அனைத்து நிலைகளிலும் தகுதி பெற்றது.,real
என் வாழ்க்கை ஒரு சுமையாக மாறிவிட்டது.,negative
நான் செய்த தவறை திருத்திக்கொள்ள முடியாமல் போனது.,negative
"சொல்ல வார்த்தைகள் இல்லை, மனம் நொறுங்கிவிட்டது.",negative
வெளிநாட்டுப் பயணம் கலாசாரத்தை புரிந்துகொள்ள உதவுகிறது.,positive
பாட்டி கைவண்ணம் யாராலும் மறக்க முடியாதது.,positive
தஞ்சாவூர் மாவட்டத்தில் புதிய நீர்ப்பாசன வாய்க்கால் கட்டப்படுகிறது.,real
இந்திய படை வீரர்களுக்கு புதிய வசதிகள் ஏற்பாடு செய்யப்பட்டன.,real
பல்லியின் அலறல் கேட்டால் மரணம் நடக்கும்.,fake
கிரிக்கெட் விளையாட்டில் நம் குழு வென்றது.,positive
குடும்பத்தினர் உதவ மறுக்கிறார்கள்.,negative
தேசிய கோல்ஃப் போட்டியில் தமிழ்நாட்டு வீரர் மூன்றாமிடம் பெற்றார்.,real
சுவாசிக்கும் ஆக்ஸிஜன் அதிகமாகும்படி வன்னிலம் தேய்த்தால் நல்லது.,fake
மாவட்ட கலெக்டர் வழி நடவடிக்கை தொடர்பான கூட்டம் நடைபெற்றது.,real
என் கனவு வேலை போய்விட்டது.,negative
ஓகோபர் மாதத்தில் வட தமிழகத்தில் அதிக மழை பெய்யும் என்று கணிக்கப்பட்டது.,real
நல்ல புத்தகம் படிப்பது மனதை ஒளிரச் செய்கிறது.,positive
"இந்த தாயத்து வாங்கி வீட்டில் வையுங்கள், கோடி வரும்.",fake
என் குடும்பம் கடுமையான நெருக்கடியில் இருக்கிறது.,negative
தடுப்பூசியில் மைக்ரோசிப் உள்ளது என்று தொழில்நுட்ப நிபுணர் நிரூபித்தார்.,fake
மாவட்ட ஆட்சியர் நேரில் ஆய்வு மேற்கொண்டு புகார்களை கவனித்தார்.,real
"இன்று மழை வந்தது, விவசாயிகளுக்கு நல்லது.",positive
நீதிமன்ற கேள்வித்தாள் கசிவு வழக்கில் குற்றவாளிகள் கைது செய்யப்பட்டனர்.,real
விலங்கினர் பாதுகாப்பு சட்டம் நீதிமன்றத்தால் உறுதி செய்யப்பட்டது.,real
என்னை யாரும் அன்புடன் நேசிக்கிறார்கள்.,positive
கிரிப்டோ முதலீட்டில் 1000% லாபம் கட்டாயம்.,fake
பணம் இல்லாமல் மருத்துவம் கிடைக்கவில்லை.,negative
என் குடும்பத்தினர் அனைவரும் ஆரோக்கியமாக இருக்கிறார்கள்.,positive
அரசு கண்காணிப்பு கேமரா மூலம் அனைவரின் பேசும் ஒலியை கேட்கின்றனர்.,fake
பொது கழிப்பறைகள் சரிப்படியான பராமரிப்பில்லாமல் உள்ளன.,negative
மருந்து நிறுவனங்கள் வியாதிகளை நீட்டித்துக்கொள்கின்றன.,fake
குடிநீர் பிரச்சினை கிராமங்களில் தீர்வதில்லை.,negative
ஒரு குறிப்பிட்ட தேதியில் சூரியன் வழக்கத்திற்கு மாறாக உதிக்கும்.,fake
யாரும் என் வலியை பகிர்ந்துகொள்வதில்லை.,negative
யோகா பயிற்சி என் உடல் ஆரோக்கியத்தை மேம்படுத்தியது.,positive
என் குடும்பத்தினர் அனைவரும் மகிழ்ச்சியாக இருக்கிறார்கள்.,positive
பூக்கள் பூக்கும் பூங்காவில் நடப்பது மனதிற்கு இன்பம் தரும்.,positive
இந்த பழம் சாப்பிட்டால் 3 நாளில் மரணம் நிகழலாம் என்று ஆய்வாளர்கள் கூறியுள்ளனர்.,fake
நகர்ப்புறத்தில் பசுமை வீடுகள் கட்டும் திட்டம் அறிவிக்கப்பட்டது.,real
என் மகிழ்ச்சிக்கு எல்லையே இல்லை.,positive
"என் குடும்பம் என் பலம், என் தைரியம்.",positive
வரலாற்று நிகழ்வு ஒன்று வேண்டுமென்றே இரகசியமாக வைக்கப்படுகிறது.,fake
என் மனைவியின் ஊக்கமளிக்கும் வார்த்தைகள் எனக்கு சக்தி தருகின்றன.,positive
என் வாழ்க்கை இன்னும் மோசமாகிவிடுமா?,negative
பால் குடிப்பவர்களுக்கு குறிப்பிட்ட வியாதி வராது என்று ஆராய்ச்சி.,fake
பங்குகளில் நல்ல ஆதாயம் வேண்டுமா? இந்த தனியார் குழுவில் சேருங்கள்.,fake
பிரபல தலைவர் அரசியலை விட்டு விலகுகிறார் என்று வரும் தகவல் தவறு.,fake
வாடிக்கையாளர் என் பணியை பாராட்டினார்.,positive
தமிழ்நாட்டில் சோலார் ஆற்றல் திட்டம் நிறுவப்படுகிறது.,real
மகிழ்ச்சியாக இருப்பது நம் கைகளில் இருக்கிறது.,positive
நீர்நிலைகளில் நீர்மட்டம் ஏறியுள்ளதாக நீர்வளத் துறை அறிவித்தது.,real
நல்ல எதிர்கால நம்பிக்கை என்னை மகிழ்ச்சியாக வைத்திருக்கிறது.,positive
கிராம பஞ்சாயத்து தேர்தல் முடிவுகள் அறிவிக்கப்பட்டன.,real
என்னுடைய கஷ்டங்கள் தீரும் நாள் வருமா?,negative
மத்திய திட்டம்: அனைத்து மாணவர்களுக்கும் நேரடி பணம் கொடுக்கப்படும்.,fake
"இன்று ஒரு முதியவருக்கு உதவி செய்தேன், மனம் நிறைந்தது.",positive
ஒரு குறிப்பிட்ட நட்சத்திரத்தில் பிறந்தவர்கள் வெளியே போகாதீர்கள்.,fake
ஜி.எஸ்.டி. வசூல் கடந்த ஆண்டை விட அதிகமாக இருக்கிறது.,real
நல்லவர்களுடன் நேரம் செலவிடுவது வாழ்க்கையை வளமாக்கும்.,positive
5ஜி கோபுரங்கள் புற்றுநோயை ஏற்படுத்தும் என்று விஞ்ஞானிகள் உறுதிப்படுத்தினர்.,fake
ஒரு குறிப்பிட்ட ஊரில் குழந்தைகள் தன்னிடையே பேசுவதை யாரோ கண்காணிக்கிறார்கள்.,fake
என் வாழ்க்கை வழிமொழி தொலைந்துவிட்டது.,negative
இட்லி சாம்பாரை விட சிறந்த காலை உணவு இல்லை.,positive
"சனி திசை தொடங்கியது, இந்த மாதம் எச்சரிக்கையாக இருங்கள்.",fake
வேலை இல்லாத இளைஞர்கள் மனம் கனக்கிறது.,negative
நாடக கலாசாரம் தமிழரின் பெருமை.,positive
நல்ல உறவுகள் வாழ்க்கையை அழகுபடுத்தும்.,positive
என் கல்வி என்னை சிறந்த மனிதனாக உருவாக்கியது.,positive
ஆராய்ச்சி பணி மனதிற்கு ஆறுதல் தருகிறது.,positive
இந்த தொழிலாளி இரவில் உழைத்தால் 10 மடங்கு வருமானம்.,fake
அரசு வீட்டுவசதி திட்டத்தில் ஒரு லட்சம் குடும்பங்கள் பயன் பெற்றனர்.,real
மாவட்ட கிரிக்கெட் போட்டியில் உள்ளூர் கல்லூரி குழு வென்றது.,real
புற்றுநோய் விழிப்புணர்வு முகாம் நகர்ப்புறங்களில் நடைபெற்றது.,real
ஆரோக்கியமான வாழ்க்கை வாழ்வதில் மகிழ்ச்சி இருக்கிறது.,positive
என் அண்ணன் என்னுக்காக எந்த தியாகமும் செய்வான்.,positive
கடலோரத்தில் மீன் வறுவல் சாப்பிட்டது இனிய அனுபவம்.,positive
