text,label
வீட்டின் வடக்கு பக்கம் படுத்தால் மட்டுமே ஆயுள் கூடும்.,fake
அரசு மருத்துவமனை மருந்துகள் அனைத்தும் கெட்டதாம்.,fake
மனசு சீரழிந்துவிட்டது.,negative
இந்திய நாடாளுமன்றம் இன்று மூன்று புதிய மசோதாக்களை நிறைவேற்றியது.,real
இந்திய கிரிக்கெட் அணி தொடரில் 3-1 என வெற்றி பெற்றது.,real
என் கடல் பயணம் ஒரு அற்புத கனவாக நிறைவேறியது.,positive
புதிய அரசு மருத்துவமனை கட்டுமானம் ஆரம்பிக்கப்பட்டது.,real
இலவச வாடகை வீட்டிற்கு இந்த பதிவு செய்யுங்கள்.,fake
என் கட்டினமான நிலை மாறவே மாட்டேன்றிருக்கிறது.,negative
அனாதைகள் தெரு வாழ்வு வாழ்வது கொடுமை.,negative
என் கஷ்டத்திற்கு முடிவே இல்லையா?,negative
விவசாயிகளுக்கு பயிர் காப்பீடு தொகை வழங்கப்பட்டது.,real
குழந்தைகளின் கலகலப்பு வீட்டை மகிழ்ச்சியாக வைக்கிறது.,positive
இந்திய ஹாக்கி அணி ஆசியன் கேம்ஸில் தங்கம் வென்றது.,real
இந்த செய்தியை 100 பேருக்கு அனுப்பினால் உங்களுக்கு நல்ல செய்தி வரும்.,fake
நல்லவர்களுடன் நேரம் செலவிடுவது வாழ்க்கையை வளமாக்கும்.,positive
மனம் சோர்ந்து படுக்கிறேன்.,negative
சைக்லோன் எச்சரிக்கை ரத்து செய்யப்பட்டது.,real
புதுப்பிக்கத்தக்க எரிசக்தி உற்பத்தி புதிய உச்சத்தை எட்டியது.,real
என் நாட்டு மண்ணின் மணம் என்னை கட்டுப்படுத்துகிறது.,positive
இந்த படத்தை பகிர்ந்தால் உங்கள் குடும்பத்தினர் ஆரோக்கியமாக இருப்பார்கள்.,fake
இயற்கை உணவுப் பண்ணைகளுக்கு மானியம் அளிக்கும் திட்டம் வந்தது.,real
என் நலனை யாரும் கவலைப்படவில்லை.,negative
இந்த தூக்கம் மாத்திரை குறிப்பிட்ட தொழிலில் உள்ளவர்களுக்கு மட்டும் கொடுக்கப்படும்.,fake
சிறிய மகிழ்ச்சிகளில் உண்மையான வாழ்க்கை இருக்கிறது.,positive
யாரும் என்னை கேட்பதில்லை.,negative
"கணிதத்தில் திடீர் விடை புரிந்தது, மகிழ்ச்சி பொங்குகிறது.",positive
என் வாழ்க்கை ஒரு கேள்விக்குறியாக இருக்கிறது.,negative
காட்டில் அலைந்திருக்கும் ஆவிகள் பற்றி புதிய ஆவணம்.,fake
நல்ல நடத்தை விருது பெற்ற மாவட்ட காவல்துறை அதிகாரி பாராட்டப்பட்டார்.,real
யார் உதவுவார்?,negative
நம்பிக்கையுடன் முன்னேறுவோம்.,positive
ஊழல் இல்லாத அரசு எங்கே இருக்கிறது?,negative
தமிழகத்தில் கிராமப்புற விளையாட்டு போட்டிகள் இந்த வாரம் நடைபெற்றன.,real
என் கல்வி என்னை சிறந்த மனிதனாக உருவாக்கியது.,positive
என் மேலதிகாரி என் உழைப்பை பாராட்டினார்.,positive
ஐந்து ஆண்டுகளில் 500 கி.மீ. புதிய சாலை அமைக்கும் திட்டம் அறிவிக்கப்பட்டது.,real
என் மகிழ்ச்சிக்கு எல்லையே இல்லை.,positive
இந்த நோய் ஆய்வகத்தில் உருவாக்கப்பட்டது என்று சான்று கிடைத்தது.,fake
சமூக ஊடகங்களில் வெறுப்பு பரப்பல் அதிகரித்துள்ளது.,negative
என் பகுதியில் நீர் வசதி மேம்பட்டது.,positive
"சவால் எடுத்தேன், வென்றேன், இது என் வாழ்க்கையின் திருப்புமுனை.",positive
சரக்கு வண்டி இரவு நேரத்தில் ஓட்டி தூக்கம் கெடுக்கிறது.,negative
என் பெற்றோர் எனக்கு ஒரு வலுவான அடித்தளம் கொடுத்திருக்கிறார்கள்.,positive
பிரதமர் தமிழகத்தில் புதிய கட்டுமான திட்டங்களை தொடங்கி வைத்தார்.,real
இன்று சந்தோஷமாக தூங்கப்போகிறேன்.,positive
தமிழ்நாட்டு பட்ஜெட்டில் உள்கட்டமைப்புக்கு பெரும் தொகை ஒதுக்கப்பட்டது.,real
என் உள்ளம் அமைதியும் மகிழ்ச்சியும் நிறைந்திருக்கிறது.,positive
ராகு கேது பெயர்ச்சி: உங்கள் ராசியில் ஆபத்து உள்ளது.,fake
மத்திய திட்டம்: அனைத்து மாணவர்களுக்கும் நேரடி பணம் கொடுக்கப்படும்.,fake
பள்ளி விளையாட்டு திருவிழாவில் 2000 மாணவர்கள் கலந்துகொண்டனர்.,real
கருமேகம் பார்த்தால் மூளை ஆற்றல் குறையும்.,fake
"யாரும் என்னை கேட்பதில்லை, மனம் வெதும்புகிறது.",negative
இன்று ஓட்டப்பயிற்சியில் புதிய சாதனை படைத்தேன்.,positive
தன்னார்வலர்களாக சேவை செய்வது மகிழ்ச்சியானது.,positive
பழமையான தமிழ் மரபுகளை பின்பற்றுவதில் மகிழ்ச்சி இருக்கிறது.,positive
தினமும் ஒரு கஷ்டம் வந்துகொண்டே இருக்கிறது.,negative
மாற்றுத் திறனாளிகளுக்கு போதிய வசதி இல்லை.,negative
என் வேலை உரிமைகள் மீறப்படுகின்றன.,negative
ஆதரவற்ற முதியோர் யாரும் இல்லாமல் கஷ்டப்படுகிறார்கள்.,negative
என் தனிமை என்னை சோகப்படுத்துகிறது.,negative
"என் மனைவி என்னைப் புரிந்துகொள்கிறாள், அதுவே என் மகிழ்ச்சி.",positive
ஒவ்வொரு நாளும் ஒரு புதிய வாய்ப்பு.,positive
மாசுபட்ட குளங்கள் சுத்தம் செய்யும் திட்டம் துவங்கியது.,real
"வாழ்க்கை அழகானது, அதை அனுபவிக்க வேண்டும்.",positive
தமிழகத்தில் மின்சார வாகன கட்டமைப்பு விரிவாக்கப்படுகிறது.,real
முதல் சம்பளம் வாங்கிய நாள் என் வாழ்க்கையின் சிறந்த நாள்.,positive
சர்வதேச வர்த்தக உடன்படிக்கை புதிய சாத்தியங்களை திறக்கிறது.,real
என்னை யாரும் புரிந்துகொள்வதில்லை.,negative
தமிழ்நாட்டில் புதிய நீர் சுத்திகரிப்பு நிலையம் திறக்கப்பட்டது.,real
நம்பியவர்கள் ஏமாற்றினர்.,negative
அரசியல் ஊழல் மக்களின் வாழ்க்கையை சிதைக்கிறது.,negative
பள்ளிக்கு ஆசிரியர் வருவதில்லை.,negative
என் குழந்தை முதல் வார்த்தை பேசியது.,positive
ஒரு குறிப்பிட்ட பழத்தை சாப்பிட்டால் எயிட்ஸ் குணமாகும்.,fake
என் கடன் திட்டம் நன்றாக செயல்படுகிறது.,positive
ஆரோக்கியமான வாழ்க்கை வாழ்வதில் மகிழ்ச்சி இருக்கிறது.,positive
என் மனம் ஓய்வு தேடுகிறது ஆனால் கிடைக்கவில்லை.,negative
இன்று கற்ற பாடம் என் வாழ்க்கைக்கு பயனுள்ளதாக இருக்கும்.,positive
"ஊரில் ஜல்லிக்கட்டு பார்க்கப் போனோம், மனம் குதூகலித்தது.",positive
தமிழகத்தில் நீர் சிக்கனம் விழிப்புணர்வு திட்டம் நடைபெற்றது.,real
பசுமை மழைக்காடுகளை பாதுகாக்க புதிய சட்டம் கொண்டுவரப்படுகிறது.,real
நான் மட்டும் ஏன் இப்படி கஷ்டப்படவேண்டும்.,negative
அரசு சோலார் பம்பு திட்டம் விவசாயிகளுக்கு உதவிகிறது.,real
வயல்வெளியில் நடந்து செல்வது மனதிற்கு ஆறுதல் தருகிறது.,positive
மருத்துவரை சந்திக்க மாதக்கணக்கில் காத்திருக்க வேண்டும்.,negative
தமிழகத்தில் சூரிய ஆற்றல் உற்பத்தி புதிய சாதனை படைத்தது.,real
வாழ்க்கை ஒவ்வொரு நாளும் புதிய சுவாரஸ்யங்களை தருகிறது.,positive
கோயில் பிரசாதம் சாப்பிட்டால் மனசு நிம்மதி பெறும்.,positive
ஒலி மாசு தாங்கவில்லை.,negative
இந்த நீரை குடித்தால் நிச்சயம் நோய் குணமாகும் என்று குறிப்பிட்ட ஆஸ்ரமம் சொல்கிறது.,fake
மனசு தொய்ந்து போகிறது.,negative
"நான் நினைத்தது சாதித்தேன், இன்று மிகவும் மகிழ்ச்சியாக இருக்கிறேன்.",positive
பஞ்சாமிர்தம் சாப்பிட்டதும் மனம் மகிழ்ச்சியில் நிறைந்தது.,positive
நான் செய்த தவறை திருத்திக்கொள்ள முடியாமல் போனது.,negative
என் மனம் ஒளியிழந்துவிட்டது.,negative
ஒரு புது இடம் பார்க்கும்போது மனம் விரிவடைகிறது.,positive
"ரத்த புற்றுநோய்க்கு கீமோதெரபி வேண்டாம், மூலிகை மருந்து போதும்.",fake
நீர் மேலாண்மை திட்டம் இன்று அரசாங்கத்தால் அறிவிக்கப்பட்டது.,real
ஆரஞ்சு தோல் கசக்கி முகத்தில் தேய்த்தால் புற்றுநோய் வராது.,fake
என் முயற்சி எல்லாம் வீணாகிவிட்டன.,negative
ஒரு குறிப்பிட்ட ஊரில் குழந்தைகள் தன்னிடையே பேசுவதை யாரோ கண்காணிக்கிறார்கள்.,fake
தேசிய நெடுஞ்சாலை 4 லேன் விரிவாக்கம் பணி தொடங்கியது.,real
என் குடும்பம் கடுமையான நெருக்கடியில் இருக்கிறது.,negative
ஒவ்வொரு நாளும் ஒரு புது பிரச்சினை.,negative
பாட்டி கைவண்ணம் யாராலும் மறக்க முடியாதது.,positive
நல்ல மனம் இருந்தால் நல்லது நடக்கும்.,positive
என் வாழ்க்கையில் மகிழ்ச்சி குறைந்துவிட்டது.,negative
இன்று நான் ஒரு புதியதை கண்டறிந்தேன்.,positive
பேருந்தில் இடம் இல்லாமல் தினமும் கஷ்டப்படுகிறோம்.,negative
தமிழ்நாட்டு பல்கலைக்கழகம் புதிய ஆராய்ச்சி மையம் தொடங்கியது.,real
சென்னை அமைப்பு செயற்கை நுண்ணறிவு மையம் தொடங்கியது.,real
ஆராய்ச்சி பணி மனதிற்கு ஆறுதல் தருகிறது.,positive
மாவட்ட சுகாதாரத் துறை பரிசோதனை முகாம் நடத்தியது.,real
விவசாயி தற்கொலை செய்துகொள்வது மிகவும் வேதனையான செய்தி.,negative
கஷ்டத்திற்கு முடிவு இல்லையா?,negative
என் குழு சிறந்த திட்டத்திற்கான பரிசு வென்றது.,positive
நிலவொளியில் நடைபோவது ஒரு இனிய அனுபவம்.,positive
"இந்த தாயத்து வாங்கி வீட்டில் வையுங்கள், கோடி வரும்.",fake
சமூகத்தில் ஏற்றத்தாழ்வு அதிகரித்துக்கொண்டே போகிறது.,negative
மலேரியா ஒழிப்புத் திட்டம் தமிழகத்தில் பயனுள்ள முன்னேற்றம் கண்டது.,real
வாழ்க்கையில் எல்லாமே நல்லதற்கே நடக்கும்.,positive
என் சொத்து மோசடியில் போய்விட்டது.,negative
ஊர் ஊராக பயணம் செய்தால் மட்டுமே பணம் வரும் என்ற ரகசிய முறை.,fake
என் வாழ்க்கை இருண்டு போகிறது.,negative
அரசு பொது ஏலத்தில் நிலம் விற்கப்பட்டது.,real
கல்வி சீர்திருத்த குழு புதிய பரிந்துரைகள் அளித்தது.,real
ஒரே வாரத்தில் 20 கிலோ குறையும் என்று மாத்திரை.,fake
"புது நண்பர்கள் கிடைத்தனர், மனம் மகிழ்கிறது.",positive
ஜி.எஸ்.டி. வசூல் கடந்த ஆண்டை விட அதிகமாக இருக்கிறது.,real
நீண்ட நாள் கனவான சொந்த வீடு வாங்கினேன்.,positive
விவசாயிகளுக்கு உதவும் புதிய தொழில்நுட்பம் கண்டுபிடிக்கப்பட்டது.,real
என் குழந்தையின் சிரிப்பு என் மனதை ஒளிரச் செய்கிறது.,positive
மருத்துவ ஆராய்ச்சியில் புதிய மருந்து கண்டுபிடிக்கப்பட்டது.,real
தடைகளை கடந்து வெற்றி அடைந்தேன்.,positive
யாரும் நம்பிக்கை வார்த்தை சொல்வதில்லை.,negative
மதுரையில் தமிழ் இலக்கிய மாநாடு நடைபெற்றது.,real
சாலை வெளிச்சம் வராமல் இரவில் மிகவும் கஷ்டமாக இருக்கிறது.,negative
தமிழக அரசு முதலீட்டாளர்களை ஈர்க்க புதிய கொள்கை அறிவித்தது.,real
"வாட்ஸ்அப் கதை: ஒரு பையன் இந்த பகிர்வை நிறுத்தினான், மறு நாள் அவனுக்கு விபத்து நேர்ந்தது.",fake
நல்ல புத்தகம் படிப்பது மனதை ஒளிரச் செய்கிறது.,positive
என் உண்மையான முயற்சி பலன் தரும்.,positive
நேர்மையாக வாழ்வது தண்டனையாக உணர்கிறது.,negative
மாவட்ட கலெக்டர் வழி நடவடிக்கை தொடர்பான கூட்டம் நடைபெற்றது.,real
"வெளிநாட்டில் வேலை கொடுக்கிறோம், ரூ.1000 கட்டணம் மட்டும் செலுத்துங்கள்.",fake
ஒலிம்பிக் தகுதி போட்டியில் இந்தியா அனைத்து நிலைகளிலும் தகுதி பெற்றது.,real
பொழுதை பயனுள்ளதாக செலவிட்டோம்.,positive
என் மனம் ஆற்றல் இழந்திருக்கிறது.,negative
குற்றங்கள் குறையாமல் தினமும் அதிகரிக்கின்றன.,negative
விஷம் கொடுத்து குணப்படுத்தும் வழிபாடு.,fake
என் வாழ்க்கை மலரட்டும்.,positive
என் திருமண வாழ்க்கை மகிழ்ச்சியாக இருக்கிறது.,positive
நம் தமிழ் மொழி அழியாமல் நிலைக்கட்டும்.,positive
"என் சுற்றுப்புறம் சுத்தமாக இருக்கிறது, மனம் மகிழ்கிறது.",positive
பறவைகளின் பாடல் கேட்டு காலையில் விழிக்கும்போது மகிழ்ச்சியாக இருக்கும்.,positive
மைக்ரோவேவ் உணவு சாப்பிட்டால் புற்றுநோய் வரும் என்று சித்தர்கள் சொன்னார்கள்.,fake
இந்த வழிபாடு செய்தால் கோடி ரூபாய் பெறலாம்.,fake
"தினமும் இதே பிரச்சினை, தீர்வு தெரியவில்லை.",negative
மிகவும் பிரபலமான பாடகர் மரணமடைந்தார் என்று பரவும் செய்தி பொய்.,fake
மனசை திரும்பவும் கட்டி எழுப்ப முடியவில்லை.,negative
நிலவு தரையிறங்கல் நாஸாவின் பொய் என்று புதிய சான்றுகள் வந்துள்ளன.,fake
சர்வதேச யோகா தினத்தில் தமிழகத்தில் நூற்றுக்கணக்கான நிகழ்ச்சிகள் நடந்தன.,real
கிரகங்களின் நிலை மாறியதால் பொருளாதார சரிவு வரும்.,fake
"அரசு தங்கம் இலவசமாக தரும் திட்டம் வந்தது, விண்ணப்பிக்கவும்.",fake
நெருங்கிய நண்பர்களுடன் இருக்கும்போது எந்த கவலையும் இல்லை.,positive
சிட்ரோல் மணல் மட்டுமே ரத்தப்பிரசவத்தை குணப்படுத்தும்.,fake
வீட்டு வன்முறையால் பெண்கள் அவதிப்படுகிறார்கள்.,negative
கிராம பஞ்சாயத்து தேர்தல் முடிவுகள் அறிவிக்கப்பட்டன.,real
புயல் தாக்கிய பகுதிகளில் மீட்பு பணிகள் துவங்கியது.,real
மார்கழி மாதத்தில் கோயில் சொல்ல போவது தனி சந்தோஷம்.,positive
இந்த வருடம் தென்மேற்கு பருவமழை சராசரியை விட அதிகமாக பெய்தது.,real
ஒவ்வொரு நாளும் கடவுளுக்கு நன்றி சொல்கிறேன்.,positive
காற்று மாசு அரசு செய்யும் சதி என்று போலி விஞ்ஞானிகள் கூறினர்.,fake
குழாய் நீர் கெட்டுப்போய் கிடைக்கிறது.,negative
தமிழ் நடிகை திடீர் திருமணம் செய்தாள் என்று வரும் செய்தி போலி.,fake
இந்த நல்ல தருணத்தை என்றும் மறக்கமாட்டேன்.,positive
பூக்கள் பூக்கும் பூங்காவில் நடப்பது மனதிற்கு இன்பம் தரும்.,positive
அக்கல் இருக்கும் இடத்தில் அன்பும் இருக்கும்.,positive
வெளிநாட்டினர் தமிழகத்தின் நீரை சூறையாடுகின்றனர்.,fake
என் வாழ்க்கை பயணம் அர்த்தமுள்ளதாக இருக்கிறது.,positive
இந்த தாயத்தை வாங்கி அணிந்தால் கடன் தீரும்.,fake
நம் ஊரில் புதிய பள்ளி திறக்கப்பட்டது.,positive
"இன்று தேர்வில் முதல் மதிப்பெண் பெற்றேன், மகிழ்ச்சியாக இருக்கிறது.",positive
அரசுப் பள்ளிகளில் டிஜிட்டல் வகுப்பறை திட்டம் தொடங்கியது.,real
புரோமோஷன் கிடைக்காமல் ஏமாற்றமடைந்தேன்.,negative
ஒவ்வொரு நாளும் ஒரு புது விஷயம் கற்றுக்கொள்கிறேன்.,positive
என் சொந்த ஊரை விட்டு வந்தது மனசை கனக்கச்செய்கிறது.,negative
நூலகத்தில் நேரம் செலவிடுவது மனதிற்கு புத்துணர்வு தரும்.,positive
மாணவர்களுக்கு இலவச புத்தகம் மற்றும் சீருடை வழங்கப்பட்டது.,real
கர்நாடக சங்கீதம் கேட்கும்போது மனம் அமைதி பெறுகிறது.,positive
"நல்லவர்களுடன் சேர்ந்திருங்கள், வாழ்க்கை அர்த்தமுள்ளதாகும்.",positive
தமிழகத்தில் புதிய ஆராய்ச்சி நிலையம் கட்டப்படுகிறது.,real
யோகா பயிற்சி என் உடல் ஆரோக்கியத்தை மேம்படுத்தியது.,positive
தடுப்பூசியில் மைக்ரோசிப் உள்ளது என்று தொழில்நுட்ப நிபுணர் நிரூபித்தார்.,fake
அரசு ஆவணம் பெற மாதக்கணக்கில் காத்திருக்கிறேன்.,negative
கல்வி அமைச்சர் புதிய பாடத்திட்டம் குறித்து விளக்கம் அளித்தார்.,real
மனம் எப்போதும் சோர்வாகவே இருக்கிறது.,negative
ஊரக வளர்ச்சித் திட்டங்கள் இந்த ஆண்டு விரைந்து நடைமுறைப்படுத்தப்படும்.,real
காட்டு மலர்களின் வாசனை மனதை வசீகரிக்கிறது.,positive
சரியான நேரத்தில் சரியான முடிவு எடுத்தேன்.,positive
குறிப்பிட்ட நடிகர் ஒரு அரசியல் கட்சியில் சேர்ந்தார் என்று வரும் செய்தி தவறானது.,fake
என் வாழ்க்கை இனி மாறாதா?,negative
ஓவர்டைம் செய்தாலும் சம்பளம் உயரவில்லை.,negative
மனம் கனக்கும்போது யாரும் அருகில் இல்லை.,negative
தமிழ் கலை பண்பாட்டை காக்க வேண்டும்.,positive
இன்று ஒரு அருமையான அனுபவம் பெற்றேன்.,positive
தமிழ்நாட்டில் சோலார் ஆற்றல் திட்டம் நிறுவப்படுகிறது.,real
அமைச்சரவை கூட்டத்தில் புதிய உள்கட்டமைப்பு திட்டங்கள் அங்கீகரிக்கப்பட்டன.,real
இந்த யோகா பயிற்சி செய்தால் வயதே ஆகாது.,fake
என் குழந்தைகள் நல்ல மனிதர்களாக வளருகிறார்கள்.,positive
நதி மாசு கட்டுப்பாட்டு நடவடிக்கை வலுப்படுத்தப்பட்டது.,real
கோயம்புத்தூரில் சர்வதேச தொழில் கண்காட்சி நடைபெற்றது.,real
வானிலை ஆய்வு மையம் வரும் 48 மணி நேரத்தில் மழை வாய்ப்பு அறிவித்தது.,real
குடும்ப நல மருத்துவமனை சேவை விரிவாக்கப்பட்டது.,real
நீர்நிலைகளில் நீர்மட்டம் ஏறியுள்ளதாக நீர்வளத் துறை அறிவித்தது.,real
ஊரைவிட்டு வெளியே சென்று பார்க்கும்போது வாழ்வு விரிவடைகிறது.,positive
நண்பர்களுடன் கழித்த நேரம் என் வாழ்க்கையின் சிறந்த தருணங்கள்.,positive
ஓட்டுனர் சரியாக நடத்தவில்லை.,negative
மருந்து நிறுவனங்கள் வியாதிகளை நீட்டித்துக்கொள்கின்றன.,fake
என் திட்டங்கள் எல்லாம் வீணாகிவிட்டன.,negative
ஆந்தை பார்த்தால் கஷ்டம் வரும் என்பது நிரூபிக்கப்பட்ட உண்மை.,fake
தமிழ்நாடு சட்டமன்றம் இன்று புதிய நில சட்ட திருத்தத்தை நிறைவேற்றியது.,real
நீச்சல் போட்டியில் இந்திய அணி ஆசியா அளவில் நான்காவது இடம் பெற்றது.,real
"இந்த ஆப்பில் 100 ரூபாய் போட்டால் 10,000 கிடைக்கும்.",fake
கல்கியின் வருகை 10 வருடத்தில் நடக்கும் என்று திருடப்பட்ட ஆவணம் சொல்கிறது.,fake
மனசாட்சி குரல் கேட்கும்படி பயிற்சி பெற்றால் எதிர்கால நிகழ்வு தெரியும்.,fake
யூஃப்ஓ பார்த்தவர்கள் குழு: அரசு மறைத்துவரும் நிஜத்தை வெளியிடுகிறோம்.,fake
குழந்தை ஊட்டச்சத்து திட்டம் புதிய வடிவம் பெற்றது.,real
புற்றுநோய் விழிப்புணர்வு முகாம் நகர்ப்புறங்களில் நடைபெற்றது.,real
ஒரு நல்ல படம் வாழ்க்கையை மாற்றிவிடும்.,positive
உலக அரசுகள் ரகசியமாக ஒரு குழு நடத்துகின்றன.,fake
கடலோர சாலை திட்டம் சுற்றுலாவிற்கு உதவும்.,real
இந்த தேவாலயத்தில் தொழுதால் உங்கள் நோய் குணமாகும் என்று சான்று உள்ளது.,fake
இந்திய பாட்மிண்டன் வீரர் தொடரில் இரண்டாம் சுற்றை அடைந்தார்.,real
நல்ல உறவுகள் வாழ்க்கையை அழகுபடுத்தும்.,positive
இந்த செடியை வீட்டில் வைத்தால் எந்த கெட்டதும் நடக்காது.,fake
பொங்கல் பண்டிகை கொண்டாட்டம் மனதை மகிழ்விக்கும்.,positive
என் திட்டங்கள் எல்லாம் தோல்வியில் முடிந்தன.,negative
வாழ்க்கையில் ஒரு ஆதரவும் இல்லை.,negative
குடும்பத்தினர் உதவ மறுக்கிறார்கள்.,negative
எனக்கு மட்டும் ஏன் இப்படி நடக்கிறது?,negative
என்னால் முன்னேற முடியாமல் போகிறது.,negative
கடன் சுமை என்னை நொருக்குகிறது.,negative
உடல் ஆரோக்கியம் பேணுவதில் மகிழ்ச்சி இருக்கிறது.,positive
இன்று என் உடல் ஆரோக்கியமாக உணர்கிறது.,positive
அரசு மருத்துவமனைகளில் புதிய கண்காணிப்பு அமைப்பு நிறுவப்பட்டது.,real
"சொல்ல வார்த்தைகள் இல்லை, மனம் நொறுங்கிவிட்டது.",negative
இந்த எண்ணிக்கையில் சுற்றி வந்த கோழி சாம்பலை தடவினால் தீர்வு கிடைக்கும்.,fake
பிரபல நடிகர் திடீரென்று ஆட்சி மாற்றத்தை ஆதரிப்பதாக அறிவித்துள்ளார்.,fake
சித்தர்கள் கண்டுபிடித்த ரகசிய கஷாயம் எல்லாவற்றையும் குணமாக்கும்.,fake
ஒரு குழந்தை பிறந்த நாளில் சந்திரன் இயங்கினால் நரம்பு பாதிக்கும்.,fake
இப்படி வாழ்க்கை அமைந்துவிட்டதா?,negative
கல்விக் கட்டணம் ஏழை குழந்தைகளுக்கு கனவை தொலைக்கிறது.,negative
"மாரத்தான் ஓட்டத்தில் முடித்தேன், பெருமையாக இருக்கிறது.",positive
ஆராய்ச்சி செய்வது புதிய உலகை திறந்துவிடுகிறது.,positive
ஓய்வில் இருந்தே பணம் சம்பாதிக்கலாம்.,fake
"என் உடல்நலம் சரியில்லை, மனமும் தளர்கிறது.",negative
இந்த நிலைமை என்றும் மாற்றப்படாதா?,negative
இந்திய அரசியலமைப்பு தினம் கொண்டாடப்பட்டது.,real
"நீச்சல் கற்றுக்கொண்டேன், ஒரு புது திறன் பெற்றேன்.",positive
அரசு வீட்டுவசதி திட்டத்தில் ஒரு லட்சம் குடும்பங்கள் பயன் பெற்றனர்.,real
"கடலில் இரகசிய நகரம் இருக்கிறது, அரசு மறைக்கிறது.",fake
இசை கேட்கும்போது கவலை எல்லாம் மறந்துவிடும்.,positive
தமிழ்நாடு கால்பந்து அணி தேசிய சாம்பியன்ஷிப்பில் இடம் பெற்றது.,real
ஆற்றோரத்தில் உட்கார்ந்து சூரியஸ்தமனம் பார்ப்பது அமைதியானது.,positive
என் பள்ளிக்கூட நண்பர்கள் என்னை சந்தித்தனர்.,positive
ஆர்கோன் கதிர் தெரபி மட்டுமே புற்றுநோயை குணப்படுத்தும்.,fake
மத்திய அரசு விவசாயிகளுக்கு கூடுதல் கடன் தள்ளுபடி அறிவித்தது.,real
என்னை யாரும் அன்புடன் நேசிக்கிறார்கள்.,positive
யாரிடமாவது சொல்ல ஆளில்லை.,negative
வைரஸ் பரவாமல் இருக்க கடுகு எண்ணெய் மூக்கில் போடவேண்டும்.,fake
பெட்ரோல் விலை நாளைமுதல் குறையும் என்று அரசு அறிவித்தது.,fake
சுண்ணாம்பு கலந்த தண்ணீர் குடித்தால் எலும்பு மிடுக்காகும்.,fake
என் தனிமை யாருக்கும் தெரிவதில்லை.,negative
இந்த தயாரிப்பு புற்றுநோயை 48 மணி நேரத்தில் குணப்படுத்தும்.,fake
நீதிமன்றம் பாதிக்கப்பட்ட விவசாயிகளுக்கு நிவாரணம் அளிக்க அரசிற்கு உத்தரவிட்டது.,real
ஆதரவற்றோருக்கு வீடு கட்டும் திட்டம் விரைந்து நடைமுறைப்படுகிறது.,real
பூமி உண்மையில் தட்டையானது என்பது மறைக்கப்பட்ட உண்மை.,fake
தமிழ்நாட்டில் 50 லட்சம் மரங்கள் நட திட்டம் அறிவிக்கப்பட்டது.,real
ஒரு நல்ல வாழ்க்கை வாழ்வதற்கு உழைக்கிறேன்.,positive
சிறந்த மனிதர்களுடன் வாழ்வது பாக்கியம்.,positive
குறிப்பிட்ட வண்ண ஒளி உடலை குணப்படுத்தும் என்று கண்டுபிடிக்கப்பட்டது.,fake
"தூக்கம் வரவில்லை, மனம் ஓய்வில்லை.",negative
புயல் எச்சரிக்கை: கடற்கரை மாவட்டங்களில் அரசு தயார் நிலையில் உள்ளது.,real
இந்த தொழிலாளி இரவில் உழைத்தால் 10 மடங்கு வருமானம்.,fake
டிஜிட்டல் ரூபாய் வந்தால் எல்லாரும் கஷ்டப்படுவார்கள் என்பது உண்மை.,fake
இந்திய படை வீரர்களுக்கு புதிய வசதிகள் ஏற்பாடு செய்யப்பட்டன.,real
வரலாற்று நூலகம் டிஜிட்டல் வடிவத்தில் மாற்றப்படுகிறது.,real
சட்டமன்ற கூட்டத்தொடர் இன்று தொடங்கியது.,real
வரலாற்று சின்னம் சீரமைக்கப்படுகிறது என்று தொல்பொருள் துறை அறிவித்தது.,real
நம்பகமான ஒருவர் விட்டுச் சென்றார்.,negative
இந்த சூழலில் மட்டுமே நான் வாழவேண்டுமா?,negative
தினமும் ஒரு கிளாஸ் கோமூத்ரம் குடித்தால் ஆரோக்கியமாக இருக்கலாம்.,fake
தினமும் புதிய கஷ்டம் காத்திருக்கிறது.,negative
"புதிய திட்டம் தொடங்கியது, மனம் ஊக்கம் பெற்றது.",positive
தேர்தல் ஆணையம் வாக்காளர் பட்டியல் திருத்தம் அறிவித்தது.,real
ஒரு குறிப்பிட்ட நட்சத்திரப் பட்டையை கட்டிக்கொண்டால் நோய் வராது.,fake
சாலை விபத்துகள் குறைய வழியில்லையா?,negative
சேவைத் துறையில் தமிழகம் முன்னணி மாநிலமாக உள்ளது.,real
எல்லாமே வீணாகிவிட்டது என்று தோன்றுகிறது.,negative
சென்னையில் ஆண்டு நூல் கண்காட்சி தொடங்கியது.,real
குறுஞ்செயலி மூலம் விவசாயிகள் சந்தை விலை அறிய முடியும்.,real
கண் சிகிச்சை மேற்கொள்ள இந்த மூலிகை மட்டும் போதும்.,fake
என் உடலும் மனமும் ஓய்ந்திருக்கின்றன.,negative
நீலம் நிற ஆடை அணிந்தால் நோய் வராது என்று ஜோதிடம் கூறுகிறது.,fake
ஒலிம்பிக்கில் தமிழ் வீரர் பதக்கம் வென்றார்.,positive
செவ்வாய் தோஷம் உள்ளவர்கள் திருமணம் செய்தால் விபரீதம்.,fake
"கரண்ட் தினமும் போகிறது, வேலை செய்ய முடியவில்லை.",negative
தினமும் அழுது படுக்கிறேன்.,negative
